[[0.82136406 1.64791843        nan 0.        ]
 [0.         0.442919   0.82785871 0.        ]
 [0.         0.         0.3050718  0.        ]
 [0.         0.         0.         0.        ]]
         13158080 function calls (13139699 primitive calls) in 13.799 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 imp.py:48(new_module)
        1    0.000    0.000    0.000    0.000 __init__.py:301(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 build_ext.py:136(<listcomp>)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:3309(CStructOrUnionType)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        3    0.000    0.000    0.000    0.000 __init__.py:482(CFunctionType)
        2    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        2    0.000    0.000    0.000    0.000 threading.py:1206(current_thread)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 widgets.py:666(BouncingBar)
        1    0.000    0.000    0.000    0.000 loader.py:49(ArgumentParser)
        1    0.000    0.000    0.000    0.000 loader.py:688(ArgParseConfigLoader)
        1    0.000    0.000    0.000    0.000 typing.py:1275(SupportsInt)
        1    0.000    0.000    0.000    0.000 subprocess.py:106(Process)
        1    0.000    0.000    0.000    0.000 windows_events.py:89(_BaseWaitHandleFuture)
        1    0.000    0.000    0.000    0.000 capture.py:16(RichOutput)
        1    0.000    0.000    0.000    0.000 buffer.py:52(CompletionState)
        1    0.000    0.000    0.000    0.000 base.py:67(DummyClipboard)
        1    0.000    0.000    0.000    0.000 key_processor.py:63(KeyProcessor)
        9    0.000    0.000    0.000    0.000 filters.py:421(publish_method)
        1    0.000    0.000    0.000    0.000 arguments.py:266(ValuesArguments)
        2    0.000    0.000    0.000    0.000 cmd.py:223(ensure_string_list)
        1    0.000    0.000    0.000    0.000 Main.py:535(CompilationOptions)
        1    0.000    0.000    0.000    0.000 Machines.py:137(FastMachine)
        7    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.CloseKey}
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        4    0.000    0.000    0.000    0.000 core.py:3349(dtype)
        1    0.000    0.000    0.000    0.000 widgets.py:227(SamplesMixin)
        3    0.000    0.000    0.000    0.000 sentinel.py:8(__init__)
        1    0.000    0.000    0.000    0.000 base_events.py:168(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 selector_events.py:577(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 utils.py:178(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 minidom.py:1174(Comment)
        1    0.000    0.000    0.000    0.000 base.py:61(DynamicLexer)
        1    0.000    0.000    0.000    0.000 base.py:690(ProgressBar)
        1    0.000    0.000    0.000    0.000 menus.py:20(MenuContainer)
        1    0.000    0.000    0.000    0.000 diff.py:402(_NodesStack)
        1    0.000    0.000    0.000    0.000 filters.py:90(TreeNameDefinition)
        1    0.000    0.000    0.000    0.000 request.py:1050(AbstractDigestAuthHandler)
        2    0.000    0.000    0.000    0.000 yacc.py:234(__init__)
        1    0.000    0.000    0.000    0.000 yacc.py:2936(ParserReflect)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3203(parseImpl)
        1    0.000    0.000    0.000    0.000 depends.py:171(_update_globals)
        1    0.000    0.000    0.000    0.000 Options.py:12(__init__)
        8    0.000    0.000    0.000    0.000 PyrexTypes.py:2513(same_as_resolved_type)
        4    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 case.py:1355(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 widgets.py:259(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:736(CurrentTime)
        1    0.000    0.000    0.000    0.000 traitlets.py:1758(Union)
        1    0.000    0.000    0.000    0.000 traitlets.py:2608(UseEnum)
        6    0.000    0.000    0.000    0.000 loader.py:165(_ensure_subconfig)
        1    0.000    0.000    0.000    0.000 debugger.py:86(Tracer)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:105(MagicArgumentParser)
        1    0.000    0.000    0.000    0.000 pretty.py:180(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 dir2.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:309(Future)
        1    0.000    0.000    0.000    0.000 formatters.py:239(FormatterABC)
        6    0.000    0.000    0.000    0.000 cache.py:96(memoized)
        1    0.000    0.000    0.000    0.000 history.py:182(FileHistory)
        1    0.000    0.000    0.000    0.000 minidom.py:1200(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
       18    0.000    0.000    0.000    0.000 ansi.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 filters.py:144(AbstractFilter)
        1    0.000    0.000    0.000    0.000 klass.py:61(ClassName)
        1    0.000    0.000    0.000    0.000 request.py:2361(ftpwrapper)
        1    0.000    0.000    0.000    0.000 client.py:1345(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 verifier.py:30(Verifier)
        7    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        1    0.000    0.000    0.000    0.000 config.py:506(ConfigOptionsHandler)
        1    0.000    0.000    0.000    0.000 DFA.py:93(StateMap)
        1    0.000    0.000    0.000    0.000 Machines.py:73(Node)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1561(CConstType)
        1    0.000    0.000    0.000    0.000 Code.py:124(IncludeCode)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        2    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        2    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:49(StreamWrapper)
        3    0.000    0.000    0.000    0.000 widgets.py:24(string_or_lambda)
        5    0.000    0.000    0.000    0.000 traitlets.py:792(observe_compat)
        1    0.000    0.000    0.000    0.000 traitlets.py:1527(Type)
        1    0.000    0.000    0.000    0.000 traitlets.py:2270(List)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 bdb.py:642(Breakpoint)
        1    0.000    0.000    0.000    0.000 bdb.py:840(Tdb)
        1    0.000    0.000    0.000    0.000 coloransi.py:175(<listcomp>)
        4    0.000    0.000    0.000    0.000 util.py:379(add_metaclass)
        1    0.000    0.000    0.000    0.000 ssl.py:351(_ASN1Object)
        1    0.000    0.000    0.000    0.000 streams.py:351(StreamReader)
        1    0.000    0.000    0.000    0.000 base.py:96(DummyInput)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:306(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 screen.py:135(Screen)
        1    0.000    0.000    0.000    0.000 color_depth.py:10(ColorDepth)
        5    0.000    0.000    0.000    0.000 debug.py:75(increase_indent)
        1    0.000    0.000    0.000    0.000 context.py:222(CompiledName)
        1    0.000    0.000    0.000    0.000 request.py:433(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:835(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 execution.py:57(TimeitResult)
        1    0.000    0.000    0.000    0.000 yacc.py:1473(Grammar)
        1    0.000    0.000    0.000    0.000 yacc.py:1972(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1071(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 __init__.py:288(ContextualVersionConflict)
        4    0.000    0.000    0.000    0.000 Regexps.py:157(check_re)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1329(PyExtensionType)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_void_type}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 pathlib.py:273(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 records.py:305(recarray)
        6    0.000    0.000    0.000    0.000 core.py:844(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1443(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:715(MetaHasDescriptors)
        1    0.000    0.000    0.000    0.000 configurable.py:426(initialized)
        1    0.000    0.000    0.000    0.000 pydoc.py:431(HTMLRepr)
        6    0.000    0.000    0.000    0.000 magic.py:135(validate_type)
        7    0.000    0.000    0.000    0.000 lexer.py:397(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:310(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:314(__eq__)
        1    0.000    0.000    0.000    0.000 events.py:576(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 windows_events.py:41(_OverlappedFuture)
        1    0.000    0.000    0.000    0.000 base.py:20(Completion)
        1    0.000    0.000    0.000    0.000 document.py:43(_ImmutableLineList)
        1    0.000    0.000    0.000    0.000 vt100_parser.py:63(Vt100Parser)
        1    0.000    0.000    0.000    0.000 containers.py:2193(DynamicContainer)
        1    0.000    0.000    0.000    0.000 minidom.py:1065(Text)
        1    0.000    0.000    0.000    0.000 minidom.py:1281(DocumentType)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:257(DOMInputSource)
        1    0.000    0.000    0.000    0.000 style.py:189(Style)
        1    0.000    0.000    0.000    0.000 margins.py:23(Margin)
        1    0.000    0.000    0.000    0.000 tree.py:660(Lambda)
        1    0.000    0.000    0.000    0.000 imports.py:160(ImportName)
        1    0.000    0.000    0.000    0.000 filters.py:233(FunctionExecutionFilter)
        1    0.000    0.000    0.000    0.000 ptutils.py:62(IPythonPTCompleter)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 yacc.py:233(YaccProduction)
        1    0.000    0.000    0.000    0.000 plistlib.py:139(Data)
        2    0.000    0.000    0.000    0.000 specifiers.py:594(<listcomp>)
        2    0.000    0.000    0.000    0.000 specifiers.py:673(__iter__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
        1    0.000    0.000    0.000    0.000 dist.py:441(<dictcomp>)
        3    0.000    0.000    0.000    0.000 PyrexTypes.py:1725(sign_and_name)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2573(CReferenceType)
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 enum.py:589(__hash__)
        1    0.000    0.000    0.000    0.000 datetime.py:1082(tzinfo)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_unsafe_first_element_pointer)
        1    0.000    0.000    0.000    0.000 records.py:220(record)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        3    0.000    0.000    0.000    0.000 core.py:1361(getmask)
        6    0.000    0.000    0.000    0.000 case.py:430(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(Manager)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
       10    0.000    0.000    0.000    0.000 argparse.py:646(_get_default_metavar_for_positional)
        3    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 terminal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 loader.py:443(PyFileConfigLoader)
        1    0.000    0.000    0.000    0.000 lexer.py:689(ExtendedRegexLexer)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 transports.py:233(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 validation.py:39(Validator)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(NodeFilter)
        1    0.000    0.000    0.000    0.000 utils.py:8(_ExplodedList)
        1    0.000    0.000    0.000    0.000 menus.py:204(MultiColumnCompletionMenuControl)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:13(GrammarParser)
        1    0.000    0.000    0.000    0.000 tree.py:163(EndMarker)
        1    0.000    0.000    0.000    0.000 tree.py:322(Scope)
        1    0.000    0.000    0.000    0.000 prefix.py:9(PrefixPart)
        5    0.000    0.000    0.000    0.000 cache.py:48(evaluator_function_cache)
        1    0.000    0.000    0.000    0.000 iterable.py:280(SequenceLiteralContext)
        1    0.000    0.000    0.000    0.000 instance.py:458(InstanceArguments)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:355(BackgroundJobBase)
        1    0.000    0.000    0.000    0.000 yacc.py:1309(Production)
        1    0.000    0.000    0.000    0.000 c_ast.py:866(Struct)
